"unique.mun.NO_MUNICIPIO..x","unique.mun.CO_MUNICIPIO.","unique.mun.SG_UF..x","sum.mun.QT_MAT_ID..2.x","unique.mun.NO_MUNICIPIO..y","unique.mun.SG_UF..y","sum.mun.QT_MAT_ID..2.y","unique.mun.NO_MUNICIPIO..x.x","unique.mun.SG_UF..x.x","sum.mun.QT_MAT_ID..2.x.x","unique.mun.NO_MUNICIPIO..y.y","unique.mun.SG_UF..y.y","sum.mun.QT_MAT_ID..2.y.y","unique.mun.NO_MUNICIPIO..x.x.x","unique.mun.SG_UF..x.x.x","sum.mun.QT_MAT_ID..2.x.x.x","unique.mun.NO_MUNICIPIO..y.y.y","unique.mun.SG_UF..y.y.y","sum.mun.QT_MAT_ID..2.y.y.y","unique.mun.NO_MUNICIPIO..x.x.x.x","unique.mun.SG_UF..x.x.x.x","sum.mun.QT_MAT_ID..2.x.x.x.x","unique.mun.NO_MUNICIPIO..y.y.y.y","unique.mun.SG_UF..y.y.y.y","sum.mun.QT_MAT_ID..2.y.y.y.y","unique.mun.NO_MUNICIPIO..x.x.x.x.x","unique.mun.SG_UF..x.x.x.x.x","sum.mun.QT_MAT_ID..2.x.x.x.x.x","unique.mun.NO_MUNICIPIO..y.y.y.y.y","unique.mun.SG_UF..y.y.y.y.y","sum.mun.QT_MAT_ID..2.y.y.y.y.y","unique.mun.NO_MUNICIPIO..x.x.x.x.x.x","unique.mun.SG_UF..x.x.x.x.x.x","sum.mun.QT_MAT_ID..2.x.x.x.x.x.x","unique.mun.NO_MUNICIPIO..y.y.y.y.y.y","unique.mun.SG_UF..y.y.y.y.y.y","sum.mun.QT_MAT_ID..2.y.y.y.y.y.y","unique.mun.NO_MUNICIPIO..x.x.x.x.x.x.x","unique.mun.SG_UF..x.x.x.x.x.x.x","sum.mun.QT_MAT_ID..2.x.x.x.x.x.x.x","unique.mun.NO_MUNICIPIO..y.y.y.y.y.y.y","unique.mun.SG_UF..y.y.y.y.y.y.y","sum.mun.QT_MAT_ID..2.y.y.y.y.y.y.y","unique.mun.NO_MUNICIPIO..x.x.x.x.x.x.x.x","unique.mun.SG_UF..x.x.x.x.x.x.x.x","sum.mun.QT_MAT_ID..2.x.x.x.x.x.x.x.x","unique.mun.NO_MUNICIPIO..y.y.y.y.y.y.y.y","unique.mun.SG_UF..y.y.y.y.y.y.y.y","sum.mun.QT_MAT_ID..2.y.y.y.y.y.y.y.y"
"Colônia do Piauí",2202778,"PI",0.154692712018599,"Colônia do Piauí","PI",0.265691294806145,"Colônia do Piauí","PI",0.292365868996789,"Colônia do Piauí","PI",0.324195273752796,"Colônia do Piauí","PI",0.423035033581412,"Colônia do Piauí","PI",0.41026973026973,"Colônia do Piauí","PI",0.336265943156579,"Colônia do Piauí","PI",0.329577064764307,"Colônia do Piauí","PI",0.288907440415755,"Colônia do Piauí","PI",0.299162583424854,"Colônia do Piauí","PI",0.307673946771691,"Colônia do Piauí","PI",0.320120778521425,"Colônia do Piauí","PI",0.529160382101559,"Colônia do Piauí","PI",0.397190187781742,"Colônia do Piauí","PI",0.471897048522095,"Colônia do Piauí","PI",0.599459250675937
"Dom Expedito Lopes",2203404,"PI",0.268438948108403,"Dom Expedito Lopes","PI",0.254498351389543,"Dom Expedito Lopes","PI",0.142407301768397,"Dom Expedito Lopes","PI",0.329124101399924,"Dom Expedito Lopes","PI",0.31045197740113,"Dom Expedito Lopes","PI",0.26976976976977,"Dom Expedito Lopes","PI",0.255407250781904,"Dom Expedito Lopes","PI",0.367521367521368,"Dom Expedito Lopes","PI",0.491002949852507,"Dom Expedito Lopes","PI",0.442574633960829,"Dom Expedito Lopes","PI",0.53921568627451,"Dom Expedito Lopes","PI",0.520369402334902,"Dom Expedito Lopes","PI",0.509800190294957,"Dom Expedito Lopes","PI",0.559195402298851,"Dom Expedito Lopes","PI",0.644794117647059,"Dom Expedito Lopes","PI",0.720511605873993
"Ipiranga do Piauí",2204808,"PI",0.241871807849814,"Ipiranga do Piauí","PI",0.246008963053221,"Ipiranga do Piauí","PI",0.226919999179268,"Ipiranga do Piauí","PI",0.165447738796658,"Ipiranga do Piauí","PI",0.188936866664345,"Ipiranga do Piauí","PI",0.247943255298225,"Ipiranga do Piauí","PI",0.2754032547136,"Ipiranga do Piauí","PI",0.282539682539683,"Ipiranga do Piauí","PI",0.343706834468673,"Ipiranga do Piauí","PI",0.396488235171739,"Ipiranga do Piauí","PI",0.210009177954683,"Ipiranga do Piauí","PI",0.330908258662302,"Ipiranga do Piauí","PI",0.357738035433203,"Ipiranga do Piauí","PI",0.448352046360015,"Ipiranga do Piauí","PI",0.856230144722909,"Ipiranga do Piauí","PI",0.849030868628859
"Oeiras",2207009,"PI",0.289242860357959,"Oeiras","PI",0.347950110326348,"Oeiras","PI",0.326999175597692,"Oeiras","PI",0.320854147084077,"Oeiras","PI",0.337439020784673,"Oeiras","PI",0.34935991666086,"Oeiras","PI",0.406054094594898,"Oeiras","PI",0.472856460123477,"Oeiras","PI",0.477626421391703,"Oeiras","PI",0.506440112701972,"Oeiras","PI",0.51803218308268,"Oeiras","PI",0.454799945920583,"Oeiras","PI",0.459822770788828,"Oeiras","PI",0.743646064423229,"Oeiras","PI",0.893615730399051,"Oeiras","PI",0.867661541553613
"Cajazeiras do Piauí",2202075,"PI",0.345588235294118,"Cajazeiras do Piauí","PI",0.312814304339728,"Cajazeiras do Piauí","PI",0.367990654205608,"Cajazeiras do Piauí","PI",0.333333333333333,"Cajazeiras do Piauí","PI",0.233333333333333,"Cajazeiras do Piauí","PI",0.200179856115108,"Cajazeiras do Piauí","PI",0.254956629491945,"Cajazeiras do Piauí","PI",0.741316270566728,"Cajazeiras do Piauí","PI",0.772138228941685,"Cajazeiras do Piauí","PI",0.7576099210823,"Cajazeiras do Piauí","PI",0.668131868131868,"Cajazeiras do Piauí","PI",0.759364358683314,"Cajazeiras do Piauí","PI",0.619877049180328,"Cajazeiras do Piauí","PI",0.612778315585673,"Cajazeiras do Piauí","PI",0.635926993275696,"Cajazeiras do Piauí","PI",0.690058479532164
"São João da Varjota",2209955,"PI",0.300512161053588,"São João da Varjota","PI",0.344264069264069,"São João da Varjota","PI",0.224867724867725,"São João da Varjota","PI",0.252517763361137,"São João da Varjota","PI",0.248257839721254,"São João da Varjota","PI",0.327032031617058,"São João da Varjota","PI",0.224945533769063,"São João da Varjota","PI",0.634529147982063,"São João da Varjota","PI",0.558014503625906,"São João da Varjota","PI",0.515182072829132,"São João da Varjota","PI",0.423895582329317,"São João da Varjota","PI",0.518626972506914,"São João da Varjota","PI",0.669964664310954,"São João da Varjota","PI",0.652008456659619,"São João da Varjota","PI",0.869022869022869,"São João da Varjota","PI",0.976190476190476
"Picos",2208007,"PI",0.383829154115887,"Picos","PI",0.402828173833153,"Picos","PI",0.415330207718819,"Picos","PI",0.433912389727348,"Picos","PI",0.455300871773166,"Picos","PI",0.427553548298839,"Picos","PI",0.436228882473257,"Picos","PI",0.539140824141413,"Picos","PI",0.554663266686856,"Picos","PI",0.590466409244593,"Picos","PI",0.506589863193814,"Picos","PI",0.506052252510277,"Picos","PI",0.50940307458552,"Picos","PI",0.683198801578937,"Picos","PI",0.781772893500576,"Picos","PI",0.859314219853047
"Sussuapara",2210938,"PI",0.222419545797008,"Sussuapara","PI",0.332159909363114,"Sussuapara","PI",0.337669683257919,"Sussuapara","PI",0.3398891966759,"Sussuapara","PI",0.372047244094488,"Sussuapara","PI",0.17320503330866,"Sussuapara","PI",0.256093623890234,"Sussuapara","PI",0.510599636583889,"Sussuapara","PI",0.381770081770082,"Sussuapara","PI",0.390486022871665,"Sussuapara","PI",0.478829039812646,"Sussuapara","PI",0.446654213822657,"Sussuapara","PI",0.606507131910881,"Sussuapara","PI",0.547895189003436,"Sussuapara","PI",0.594662556781311,"Sussuapara","PI",0.669630110317975
"Geminiano",2204352,"PI",0.340578439964943,"Geminiano","PI",0.321913902879407,"Geminiano","PI",0.315708812260536,"Geminiano","PI",0.465588767152431,"Geminiano","PI",0.576556224899598,"Geminiano","PI",0.370290051504473,"Geminiano","PI",0.316455696202532,"Geminiano","PI",0.752710027100271,"Geminiano","PI",0.623837003886468,"Geminiano","PI",0.749174917491749,"Geminiano","PI",0.739705882352941,"Geminiano","PI",0.569981583793739,"Geminiano","PI",0.752598752598753,"Geminiano","PI",0.763398692810457,"Geminiano","PI",0.969451371571072,"Geminiano","PI",0.95959595959596
"Aroeiras do Itaim",2200954,"PI",0.342433342433342,"Aroeiras do Itaim","PI",0.269381922115041,"Aroeiras do Itaim","PI",0.459577980704741,"Aroeiras do Itaim","PI",0.412526997840173,"Aroeiras do Itaim","PI",0.476944704779756,"Aroeiras do Itaim","PI",0.332042594385286,"Aroeiras do Itaim","PI",0.801876955161627,"Aroeiras do Itaim","PI",0.827231121281465,"Aroeiras do Itaim","PI",NA,"Aroeiras do Itaim","PI",0.939240506329114,"Aroeiras do Itaim","PI",0.957971014492754,"Aroeiras do Itaim","PI",0.94683908045977,"Aroeiras do Itaim","PI",0.950617283950617,"Aroeiras do Itaim","PI",NA,"Aroeiras do Itaim","PI",0.700514138817481,"Aroeiras do Itaim","PI",NA
"Paquetá",2207553,"PI",0.293034825870647,"Paquetá","PI",0.305119416187528,"Paquetá","PI",0.399833961300211,"Paquetá","PI",0.523104531179901,"Paquetá","PI",0.703418391911411,"Paquetá","PI",0.33472850678733,"Paquetá","PI",0.583296164139161,"Paquetá","PI",0.680521262002743,"Paquetá","PI",0.573134328358209,"Paquetá","PI",0.770992366412214,"Paquetá","PI",0.612464589235127,"Paquetá","PI",0.665151515151515,"Paquetá","PI",0.524271844660194,"Paquetá","PI",0.614155251141552,"Paquetá","PI",0.742077464788732,"Paquetá","PI",NA
"Wall Ferraz",2211704,"PI",0.159223817118554,"Wall Ferraz","PI",0.240038816108685,"Wall Ferraz","PI",0.157006245120999,"Wall Ferraz","PI",0.295739348370927,"Wall Ferraz","PI",0.198717948717949,"Wall Ferraz","PI",0.318038541442797,"Wall Ferraz","PI",0.160495179666959,"Wall Ferraz","PI",0.461538461538462,"Wall Ferraz","PI",0.446791226645004,"Wall Ferraz","PI",0.367457805907173,"Wall Ferraz","PI",0.533049040511727,"Wall Ferraz","PI",0.485778443113772,"Wall Ferraz","PI",0.442943956785955,"Wall Ferraz","PI",0.446643021591687,"Wall Ferraz","PI",0.370574162679426,"Wall Ferraz","PI",0.731945348080677
"Santa Cruz do Piauí",2209104,"PI",0.156721087105289,"Santa Cruz do Piauí","PI",0.290483584738243,"Santa Cruz do Piauí","PI",0.347929406546054,"Santa Cruz do Piauí","PI",0.467515688445921,"Santa Cruz do Piauí","PI",0.407116451016636,"Santa Cruz do Piauí","PI",0.433314876338132,"Santa Cruz do Piauí","PI",0.528901734104046,"Santa Cruz do Piauí","PI",0.503010033444816,"Santa Cruz do Piauí","PI",0.458338859856222,"Santa Cruz do Piauí","PI",0.482518337408313,"Santa Cruz do Piauí","PI",0.613610798650169,"Santa Cruz do Piauí","PI",0.73099730458221,"Santa Cruz do Piauí","PI",0.622785377887419,"Santa Cruz do Piauí","PI",0.641768292682927,"Santa Cruz do Piauí","PI",0.638857142857143,"Santa Cruz do Piauí","PI",0.769768692845616
"Santana do Piauí",2209351,"PI",0.406614987080103,"Santana do Piauí","PI",0.350322202694786,"Santana do Piauí","PI",0.215231170768084,"Santana do Piauí","PI",0.492700729927007,"Santana do Piauí","PI",0.323377824765429,"Santana do Piauí","PI",0.5,"Santana do Piauí","PI",0.661648177496038,"Santana do Piauí","PI",0.597014925373134,"Santana do Piauí","PI",0.600207684319834,"Santana do Piauí","PI",0.511375126390293,"Santana do Piauí","PI",0.430653660724296,"Santana do Piauí","PI",0.425521267723103,"Santana do Piauí","PI",0.432559288537549,"Santana do Piauí","PI",0.501845018450184,"Santana do Piauí","PI",0.497598253275109,"Santana do Piauí","PI",0.362306368330465
"Santa Rosa do Piauí",2209377,"PI",0.249050305053528,"Santa Rosa do Piauí","PI",0.255289968652038,"Santa Rosa do Piauí","PI",0.295541125541125,"Santa Rosa do Piauí","PI",0.292299070658011,"Santa Rosa do Piauí","PI",0.287823307178146,"Santa Rosa do Piauí","PI",0.475849256900212,"Santa Rosa do Piauí","PI",0.502797202797203,"Santa Rosa do Piauí","PI",0.397152847152847,"Santa Rosa do Piauí","PI",0.290627655251395,"Santa Rosa do Piauí","PI",0.208976833976834,"Santa Rosa do Piauí","PI",0.386460554371002,"Santa Rosa do Piauí","PI",0.442712088440279,"Santa Rosa do Piauí","PI",0.44113475177305,"Santa Rosa do Piauí","PI",0.456874533380486,"Santa Rosa do Piauí","PI",0.609416445623342,"Santa Rosa do Piauí","PI",0.645691609977324
"São Luis do Piauí",2210375,"PI",0.228769676884838,"São Luis do Piauí","PI",0.390449438202247,"São Luis do Piauí","PI",0.333832335329341,"São Luis do Piauí","PI",0.399756658104637,"São Luis do Piauí","PI",0.329336885731202,"São Luis do Piauí","PI",0.480066675927212,"São Luis do Piauí","PI",0.39791738979521,"São Luis do Piauí","PI",0.604081632653061,"São Luis do Piauí","PI",0.513981734299972,"São Luis do Piauí","PI",0.511055900621118,"São Luis do Piauí","PI",0.444976076555024,"São Luis do Piauí","PI",0.692561983471074,"São Luis do Piauí","PI",0.721183800623053,"São Luis do Piauí","PI",0.723796033994334,"São Luis do Piauí","PI",0.711111111111111,"São Luis do Piauí","PI",0.516756032171582
"São João da Canabrava",2209856,"PI",0.139304895363911,"São João da Canabrava","PI",0.113403461146929,"São João da Canabrava","PI",0.156240289361491,"São João da Canabrava","PI",0.280285292316559,"São João da Canabrava","PI",0.299251830372162,"São João da Canabrava","PI",0.301688130873651,"São João da Canabrava","PI",0.313913326816553,"São João da Canabrava","PI",0.470666666666667,"São João da Canabrava","PI",0.351140918902251,"São João da Canabrava","PI",0.487735772686797,"São João da Canabrava","PI",0.427715996578272,"São João da Canabrava","PI",0.406150159744409,"São João da Canabrava","PI",0.591941391941392,"São João da Canabrava","PI",0.609652235628105,"São João da Canabrava","PI",0.610540725530459,"São João da Canabrava","PI",0.59972954699121
"São José do Piauí",2210201,"PI",0.262515262515263,"São José do Piauí","PI",0.156877986328616,"São José do Piauí","PI",0.148556006461526,"São José do Piauí","PI",0.187861039794608,"São José do Piauí","PI",0.214192708333333,"São José do Piauí","PI",0.148912198912199,"São José do Piauí","PI",0.291976854358419,"São José do Piauí","PI",0.373512951466406,"São José do Piauí","PI",0.298214229670778,"São José do Piauí","PI",0.433184523809524,"São José do Piauí","PI",0.277189695550351,"São José do Piauí","PI",0.265899680988258,"São José do Piauí","PI",0.208883610451306,"São José do Piauí","PI",0.201825013419216,"São José do Piauí","PI",0.349372384937238,"São José do Piauí","PI",0.42223153703073
"Alagoinha do Piauí",2200251,"PI",0.270554651973313,"Alagoinha do Piauí","PI",0.439757375241246,"Alagoinha do Piauí","PI",0.364620525496658,"Alagoinha do Piauí","PI",0.327369428784172,"Alagoinha do Piauí","PI",0.264135338345865,"Alagoinha do Piauí","PI",0.421707179197287,"Alagoinha do Piauí","PI",0.357923223413852,"Alagoinha do Piauí","PI",0.340186093298126,"Alagoinha do Piauí","PI",0.28984215885947,"Alagoinha do Piauí","PI",0.304398898250162,"Alagoinha do Piauí","PI",0.458020050125313,"Alagoinha do Piauí","PI",0.394156697078349,"Alagoinha do Piauí","PI",0.342245989304813,"Alagoinha do Piauí","PI",0.306086956521739,"Alagoinha do Piauí","PI",0.398000495744857,"Alagoinha do Piauí","PI",0.598593228421555
"Alegrete do Piauí",2200277,"PI",0.306707156060206,"Alegrete do Piauí","PI",0.298032200357782,"Alegrete do Piauí","PI",0.35257586450247,"Alegrete do Piauí","PI",0.34013503375844,"Alegrete do Piauí","PI",0.35599700149925,"Alegrete do Piauí","PI",0.285967503692762,"Alegrete do Piauí","PI",0.346868884540117,"Alegrete do Piauí","PI",0.49988137603796,"Alegrete do Piauí","PI",0.390391099123398,"Alegrete do Piauí","PI",0.313587684069612,"Alegrete do Piauí","PI",0.358149111400087,"Alegrete do Piauí","PI",0.246464335910049,"Alegrete do Piauí","PI",0.367086632601318,"Alegrete do Piauí","PI",0.27812321034116,"Alegrete do Piauí","PI",0.528437132784959,"Alegrete do Piauí","PI",0.673642533936652
"Francisco Santos",2204204,"PI",0.310602855412591,"Francisco Santos","PI",0.365946097697923,"Francisco Santos","PI",0.425251812264014,"Francisco Santos","PI",0.425647961332949,"Francisco Santos","PI",0.362657141274852,"Francisco Santos","PI",0.510981504833964,"Francisco Santos","PI",0.343089430894309,"Francisco Santos","PI",0.533645538958417,"Francisco Santos","PI",0.663228003405278,"Francisco Santos","PI",0.697883677675564,"Francisco Santos","PI",0.638901601830664,"Francisco Santos","PI",0.717600700525394,"Francisco Santos","PI",0.657599269739845,"Francisco Santos","PI",0.852389673818245,"Francisco Santos","PI",0.964083175803403,"Francisco Santos","PI",NA
"Monsenhor Hipólito",2206506,"PI",0.216666666666667,"Monsenhor Hipólito","PI",0.181386070721711,"Monsenhor Hipólito","PI",0.152530904835052,"Monsenhor Hipólito","PI",0.149857229204444,"Monsenhor Hipólito","PI",0.217813615898152,"Monsenhor Hipólito","PI",0.173499329309188,"Monsenhor Hipólito","PI",0.426095222447806,"Monsenhor Hipólito","PI",0.407501765714862,"Monsenhor Hipólito","PI",0.378593459775403,"Monsenhor Hipólito","PI",0.361190379127599,"Monsenhor Hipólito","PI",0.322721247388169,"Monsenhor Hipólito","PI",0.326491228070175,"Monsenhor Hipólito","PI",0.322400702443056,"Monsenhor Hipólito","PI",0.398478476001979,"Monsenhor Hipólito","PI",0.324306266981426,"Monsenhor Hipólito","PI",0.384920634920635
"Pio IX",2208205,"PI",0.214422147900409,"Pio IX","PI",0.282840814050739,"Pio IX","PI",0.322203738910013,"Pio IX","PI",0.37175859112763,"Pio IX","PI",0.34461637653127,"Pio IX","PI",0.378616636528029,"Pio IX","PI",0.36578098518397,"Pio IX","PI",0.37215038041419,"Pio IX","PI",0.328710952061433,"Pio IX","PI",0.405771825202855,"Pio IX","PI",0.422422468209679,"Pio IX","PI",0.330554115546339,"Pio IX","PI",0.431200956798226,"Pio IX","PI",0.325497661882185,"Pio IX","PI",0.487368773207477,"Pio IX","PI",0.43362684277233
"Santo Antônio de Lisboa",2209401,"PI",0.31086664104535,"Santo Antônio de Lisboa","PI",0.21790497851908,"Santo Antônio de Lisboa","PI",0.272157056786099,"Santo Antônio de Lisboa","PI",0.21001249609497,"Santo Antônio de Lisboa","PI",0.290816007991509,"Santo Antônio de Lisboa","PI",0.177152067942868,"Santo Antônio de Lisboa","PI",0.12225,"Santo Antônio de Lisboa","PI",0.415496510552426,"Santo Antônio de Lisboa","PI",0.2727050413845,"Santo Antônio de Lisboa","PI",0.409274686424582,"Santo Antônio de Lisboa","PI",0.237366375121477,"Santo Antônio de Lisboa","PI",0.289255643889839,"Santo Antônio de Lisboa","PI",0.423615554133788,"Santo Antônio de Lisboa","PI",0.737714285714286,"Santo Antônio de Lisboa","PI",0.829533116178067,"Santo Antônio de Lisboa","PI",0.89622641509434
"São Julião",2210300,"PI",0.358046317118397,"São Julião","PI",0.334156241682193,"São Julião","PI",0.300417469492614,"São Julião","PI",0.243309515648483,"São Julião","PI",0.26247918909538,"São Julião","PI",0.298338598604514,"São Julião","PI",0.373118886380737,"São Julião","PI",0.39598447529482,"São Julião","PI",0.391327063740857,"São Julião","PI",0.50071517383866,"São Julião","PI",0.528355824610081,"São Julião","PI",0.427565168211966,"São Julião","PI",0.377552012444099,"São Julião","PI",0.456602499155691,"São Julião","PI",0.658970588235294,"São Julião","PI",0.925180598555212
"Caldeirão Grande do Piauí",2202091,"PI",0.220998540886887,"Caldeirão Grande do Piauí","PI",0.337610921501706,"Caldeirão Grande do Piauí","PI",0.647598870056497,"Caldeirão Grande do Piauí","PI",0.690245718540581,"Caldeirão Grande do Piauí","PI",0.490768094534712,"Caldeirão Grande do Piauí","PI",0.386156008432888,"Caldeirão Grande do Piauí","PI",0.518885448916409,"Caldeirão Grande do Piauí","PI",0.5217277486911,"Caldeirão Grande do Piauí","PI",0.333519622454049,"Caldeirão Grande do Piauí","PI",0.408163265306123,"Caldeirão Grande do Piauí","PI",0.303326976054249,"Caldeirão Grande do Piauí","PI",0.297664141414141,"Caldeirão Grande do Piauí","PI",0.437047184600393,"Caldeirão Grande do Piauí","PI",0.568172027570362,"Caldeirão Grande do Piauí","PI",0.654542640458133,"Caldeirão Grande do Piauí","PI",0.574248229420643
"Campinas do Piauí",2202109,"PI",0.303377439525043,"Campinas do Piauí","PI",0.322728108661955,"Campinas do Piauí","PI",0.387416484595168,"Campinas do Piauí","PI",0.49331566548881,"Campinas do Piauí","PI",0.408159810394447,"Campinas do Piauí","PI",0.393166751657318,"Campinas do Piauí","PI",0.535864397436781,"Campinas do Piauí","PI",0.475887867315666,"Campinas do Piauí","PI",0.276280400572246,"Campinas do Piauí","PI",0.374445009320454,"Campinas do Piauí","PI",0.412580327679037,"Campinas do Piauí","PI",0.501301081180136,"Campinas do Piauí","PI",0.539007092198582,"Campinas do Piauí","PI",0.587526205450734,"Campinas do Piauí","PI",0.83631096088846,"Campinas do Piauí","PI",0.794555508294343
"Conceição do Canindé",2202802,"PI",0.269064269064269,"Conceição do Canindé","PI",0.208803273779818,"Conceição do Canindé","PI",0.169635484251504,"Conceição do Canindé","PI",0.219123235613464,"Conceição do Canindé","PI",0.309403117475605,"Conceição do Canindé","PI",0.274448315911731,"Conceição do Canindé","PI",0.343479710514445,"Conceição do Canindé","PI",0.389943998052106,"Conceição do Canindé","PI",0.349451442503048,"Conceição do Canindé","PI",0.295271556141121,"Conceição do Canindé","PI",0.309767229575536,"Conceição do Canindé","PI",0.364324685447055,"Conceição do Canindé","PI",0.487547892720307,"Conceição do Canindé","PI",0.56522633744856,"Conceição do Canindé","PI",0.717070335206355,"Conceição do Canindé","PI",NA
"São Francisco de Assis do Piauí",2209658,"PI",0.271466045961723,"São Francisco de Assis do Piauí","PI",0.363506363506364,"São Francisco de Assis do Piauí","PI",0.332539682539683,"São Francisco de Assis do Piauí","PI",0.308243243243243,"São Francisco de Assis do Piauí","PI",0.238695605915523,"São Francisco de Assis do Piauí","PI",0.267794585987261,"São Francisco de Assis do Piauí","PI",0.33878040424803,"São Francisco de Assis do Piauí","PI",0.447012698999393,"São Francisco de Assis do Piauí","PI",0.401685947448659,"São Francisco de Assis do Piauí","PI",0.399650369367845,"São Francisco de Assis do Piauí","PI",0.355477436232832,"São Francisco de Assis do Piauí","PI",0.337914440683496,"São Francisco de Assis do Piauí","PI",0.375234521575985,"São Francisco de Assis do Piauí","PI",0.413026479473965,"São Francisco de Assis do Piauí","PI",0.52724319434164,"São Francisco de Assis do Piauí","PI",0.694543591777381
"Fronteiras",2204303,"PI",0.407136882356456,"Fronteiras","PI",0.504262353265942,"Fronteiras","PI",0.543937068303914,"Fronteiras","PI",0.408435488138284,"Fronteiras","PI",0.330119375573921,"Fronteiras","PI",0.179702606434104,"Fronteiras","PI",0.271754025351148,"Fronteiras","PI",0.585399300887335,"Fronteiras","PI",0.564773939443669,"Fronteiras","PI",0.589439967969571,"Fronteiras","PI",0.472766185125736,"Fronteiras","PI",0.392944716236866,"Fronteiras","PI",0.524894583198184,"Fronteiras","PI",0.584592302674494,"Fronteiras","PI",0.982758620689655,"Fronteiras","PI",0.990614592794429
"Isaías Coelho",2204907,"PI",0.178005944784316,"Isaías Coelho","PI",0.268585582202193,"Isaías Coelho","PI",0.253006253006253,"Isaías Coelho","PI",0.299840933191941,"Isaías Coelho","PI",0.347459086993971,"Isaías Coelho","PI",0.374633583599675,"Isaías Coelho","PI",0.452156509250913,"Isaías Coelho","PI",0.456123290900519,"Isaías Coelho","PI",0.416024365987071,"Isaías Coelho","PI",0.317688919010505,"Isaías Coelho","PI",0.42832403976033,"Isaías Coelho","PI",0.423214285714286,"Isaías Coelho","PI",0.590054686506422,"Isaías Coelho","PI",0.740940668419076,"Isaías Coelho","PI",0.992123165055496,"Isaías Coelho","PI",0.60655737704918
"Itainópolis",2205003,"PI",0.255142252979623,"Itainópolis","PI",0.328443051201672,"Itainópolis","PI",0.364995916700694,"Itainópolis","PI",0.390243902439024,"Itainópolis","PI",0.416414141414141,"Itainópolis","PI",0.310749756263822,"Itainópolis","PI",0.423019915379847,"Itainópolis","PI",0.426927674835625,"Itainópolis","PI",0.438093237715166,"Itainópolis","PI",0.48342803030303,"Itainópolis","PI",0.722012212852573,"Itainópolis","PI",0.695940959409594,"Itainópolis","PI",0.711803781297905,"Itainópolis","PI",0.791564492398234,"Itainópolis","PI",0.930053063193439,"Itainópolis","PI",NA
"Vera Mendes",2211506,"PI",0.297892976588629,"Vera Mendes","PI",0.422244094488189,"Vera Mendes","PI",0.392831626577757,"Vera Mendes","PI",0.301404853128991,"Vera Mendes","PI",0.276035922483063,"Vera Mendes","PI",0.301963993453355,"Vera Mendes","PI",0.334987365035608,"Vera Mendes","PI",0.549760191846523,"Vera Mendes","PI",0.423076923076923,"Vera Mendes","PI",0.460856972484879,"Vera Mendes","PI",0.517241379310345,"Vera Mendes","PI",0.597472924187726,"Vera Mendes","PI",0.689922480620155,"Vera Mendes","PI",0.638264910921766,"Vera Mendes","PI",0.912878787878788,"Vera Mendes","PI",0.839514497639919
"Jacobina do Piauí",2205151,"PI",0.520504240915104,"Jacobina do Piauí","PI",0.38143473570658,"Jacobina do Piauí","PI",0.412914188615123,"Jacobina do Piauí","PI",0.383820434884265,"Jacobina do Piauí","PI",0.503019804297954,"Jacobina do Piauí","PI",0.515087088069343,"Jacobina do Piauí","PI",0.483835994480584,"Jacobina do Piauí","PI",0.458959675495109,"Jacobina do Piauí","PI",0.484647074979401,"Jacobina do Piauí","PI",0.480492196878751,"Jacobina do Piauí","PI",0.490588235294118,"Jacobina do Piauí","PI",0.571428571428571,"Jacobina do Piauí","PI",0.60092807424594,"Jacobina do Piauí","PI",0.754889975550122,"Jacobina do Piauí","PI",0.832218844984802,"Jacobina do Piauí","PI",NA
"Jaicós",2205201,"PI",0.404803211699763,"Jaicós","PI",0.476303923548018,"Jaicós","PI",0.42503239956136,"Jaicós","PI",0.365693645879404,"Jaicós","PI",0.493609790676341,"Jaicós","PI",0.38766760923105,"Jaicós","PI",0.485356167783569,"Jaicós","PI",0.555957200694043,"Jaicós","PI",0.576155995934959,"Jaicós","PI",0.479909077577357,"Jaicós","PI",0.588194859533772,"Jaicós","PI",0.557921705267473,"Jaicós","PI",0.58875607068028,"Jaicós","PI",0.5953803723282,"Jaicós","PI",0.898339112976821,"Jaicós","PI",0.780288995924416
"Massapê do Piauí",2206050,"PI",0.40727969348659,"Massapê do Piauí","PI",0.571196629953048,"Massapê do Piauí","PI",0.454801407742584,"Massapê do Piauí","PI",0.592495062541145,"Massapê do Piauí","PI",0.596173024183495,"Massapê do Piauí","PI",0.508707124010554,"Massapê do Piauí","PI",0.219584569732938,"Massapê do Piauí","PI",0.364006555097582,"Massapê do Piauí","PI",0.308217993079585,"Massapê do Piauí","PI",0.325452016689847,"Massapê do Piauí","PI",0.358455440787893,"Massapê do Piauí","PI",0.404414261460102,"Massapê do Piauí","PI",0.456457857982438,"Massapê do Piauí","PI",0.472313756890764,"Massapê do Piauí","PI",0.51046511627907,"Massapê do Piauí","PI",0.691743817374762
