"unique.mun.NO_MUNICIPIO..x","unique.mun.CO_MUNICIPIO.","unique.mun.SG_UF..x","sum.mun.QT_MAT_ID..2.x","unique.mun.NO_MUNICIPIO..y","unique.mun.SG_UF..y","sum.mun.QT_MAT_ID..2.y","unique.mun.NO_MUNICIPIO..x.x","unique.mun.SG_UF..x.x","sum.mun.QT_MAT_ID..2.x.x","unique.mun.NO_MUNICIPIO..y.y","unique.mun.SG_UF..y.y","sum.mun.QT_MAT_ID..2.y.y","unique.mun.NO_MUNICIPIO..x.x.x","unique.mun.SG_UF..x.x.x","sum.mun.QT_MAT_ID..2.x.x.x","unique.mun.NO_MUNICIPIO..y.y.y","unique.mun.SG_UF..y.y.y","sum.mun.QT_MAT_ID..2.y.y.y","unique.mun.NO_MUNICIPIO..x.x.x.x","unique.mun.SG_UF..x.x.x.x","sum.mun.QT_MAT_ID..2.x.x.x.x","unique.mun.NO_MUNICIPIO..y.y.y.y","unique.mun.SG_UF..y.y.y.y","sum.mun.QT_MAT_ID..2.y.y.y.y","unique.mun.NO_MUNICIPIO..x.x.x.x.x","unique.mun.SG_UF..x.x.x.x.x","sum.mun.QT_MAT_ID..2.x.x.x.x.x","unique.mun.NO_MUNICIPIO..y.y.y.y.y","unique.mun.SG_UF..y.y.y.y.y","sum.mun.QT_MAT_ID..2.y.y.y.y.y","unique.mun.NO_MUNICIPIO..x.x.x.x.x.x","unique.mun.SG_UF..x.x.x.x.x.x","sum.mun.QT_MAT_ID..2.x.x.x.x.x.x","unique.mun.NO_MUNICIPIO..y.y.y.y.y.y","unique.mun.SG_UF..y.y.y.y.y.y","sum.mun.QT_MAT_ID..2.y.y.y.y.y.y","unique.mun.NO_MUNICIPIO..x.x.x.x.x.x.x","unique.mun.SG_UF..x.x.x.x.x.x.x","sum.mun.QT_MAT_ID..2.x.x.x.x.x.x.x","unique.mun.NO_MUNICIPIO..y.y.y.y.y.y.y","unique.mun.SG_UF..y.y.y.y.y.y.y","sum.mun.QT_MAT_ID..2.y.y.y.y.y.y.y","unique.mun.NO_MUNICIPIO..x.x.x.x.x.x.x.x","unique.mun.SG_UF..x.x.x.x.x.x.x.x","sum.mun.QT_MAT_ID..2.x.x.x.x.x.x.x.x","unique.mun.NO_MUNICIPIO..y.y.y.y.y.y.y.y","unique.mun.SG_UF..y.y.y.y.y.y.y.y","sum.mun.QT_MAT_ID..2.y.y.y.y.y.y.y.y"
"Porto Velho",1100205,"RO",0.254244645029775,"Porto Velho","RO",0.262119357903565,"Porto Velho","RO",0.267409647100087,"Porto Velho","RO",0.287328468023953,"Porto Velho","RO",0.301063148629925,"Porto Velho","RO",0.349821664414246,"Porto Velho","RO",0.36218533313355,"Porto Velho","RO",0.373106651283654,"Porto Velho","RO",0.390580442120751,"Porto Velho","RO",0.419732324861957,"Porto Velho","RO",0.460573885902919,"Porto Velho","RO",0.450447708402739,"Porto Velho","RO",0.488060317671353,"Porto Velho","RO",0.563349829561243,"Porto Velho","RO",0.643424697404204,"Porto Velho","RO",0.726295119088613
"Presidente Médici",1100254,"RO",0.242028162539631,"Presidente Médici","RO",0.255170838488627,"Presidente Médici","RO",0.300074300015642,"Presidente Médici","RO",0.29440551175098,"Presidente Médici","RO",0.341062555016043,"Presidente Médici","RO",0.306815684020087,"Presidente Médici","RO",0.266236861143027,"Presidente Médici","RO",0.246181694980882,"Presidente Médici","RO",0.229598308668076,"Presidente Médici","RO",0.326133153328833,"Presidente Médici","RO",0.345885955979097,"Presidente Médici","RO",0.482611427145279,"Presidente Médici","RO",0.333158069183637,"Presidente Médici","RO",0.489350390231809,"Presidente Médici","RO",0.82,"Presidente Médici","RO",0.811760125416503
"Alvorada D'Oeste",1100346,"RO",0.274512384367786,"Alvorada D'Oeste","RO",0.327757836803063,"Alvorada D'Oeste","RO",0.316710969342548,"Alvorada D'Oeste","RO",0.245192949088533,"Alvorada D'Oeste","RO",0.187674905542618,"Alvorada D'Oeste","RO",0.291970237285856,"Alvorada D'Oeste","RO",0.347156177156177,"Alvorada D'Oeste","RO",0.43880546177658,"Alvorada D'Oeste","RO",0.604037693087613,"Alvorada D'Oeste","RO",0.63131168051885,"Alvorada D'Oeste","RO",0.615894039735099,"Alvorada D'Oeste","RO",0.614285714285714,"Alvorada D'Oeste","RO",0.185980952380952,"Alvorada D'Oeste","RO",0.693911177953731,"Alvorada D'Oeste","RO",0.795321637426901,"Alvorada D'Oeste","RO",0.885350318471338
"Nova Mamoré",1100338,"RO",0.201788253076069,"Nova Mamoré","RO",0.209435006108665,"Nova Mamoré","RO",0.192741446366694,"Nova Mamoré","RO",0.211034318127565,"Nova Mamoré","RO",0.229409215657952,"Nova Mamoré","RO",0.317855051876878,"Nova Mamoré","RO",0.356199889554606,"Nova Mamoré","RO",0.325136502328569,"Nova Mamoré","RO",0.266898326898327,"Nova Mamoré","RO",0.332787913956438,"Nova Mamoré","RO",0.291742016811673,"Nova Mamoré","RO",0.401409910843873,"Nova Mamoré","RO",0.42303830056814,"Nova Mamoré","RO",0.513778409090909,"Nova Mamoré","RO",0.574300071787509,"Nova Mamoré","RO",0.764692820133235
"Campo Novo de Rondônia",1100700,"RO",0.102631578947368,"Campo Novo de Rondônia","RO",0.188211197086937,"Campo Novo de Rondônia","RO",0.19102512360004,"Campo Novo de Rondônia","RO",0.248406289842754,"Campo Novo de Rondônia","RO",0.257425312465092,"Campo Novo de Rondônia","RO",0.194900135737832,"Campo Novo de Rondônia","RO",0.143286631640397,"Campo Novo de Rondônia","RO",0.212802861943737,"Campo Novo de Rondônia","RO",0.246377450548159,"Campo Novo de Rondônia","RO",0.23062119584676,"Campo Novo de Rondônia","RO",0.249682019011916,"Campo Novo de Rondônia","RO",0.288313560894828,"Campo Novo de Rondônia","RO",0.319508448540707,"Campo Novo de Rondônia","RO",0.525774526678141,"Campo Novo de Rondônia","RO",0.535115303983228,"Campo Novo de Rondônia","RO",0.53527706185567
"Buritis",1100452,"RO",0.20004689459827,"Buritis","RO",0.244966748562535,"Buritis","RO",0.272881787976372,"Buritis","RO",0.253240063804333,"Buritis","RO",0.304467024861981,"Buritis","RO",0.343729195292718,"Buritis","RO",0.344776876267748,"Buritis","RO",0.430677883056356,"Buritis","RO",0.465368789626215,"Buritis","RO",0.43176440810746,"Buritis","RO",0.418332975177129,"Buritis","RO",0.424556478256394,"Buritis","RO",0.475289008226485,"Buritis","RO",0.577281263501923,"Buritis","RO",0.709091274385711,"Buritis","RO",0.683068285009548
"Candeias do Jamari",1100809,"RO",0.175337623769935,"Candeias do Jamari","RO",0.275134254410029,"Candeias do Jamari","RO",0.262815148205981,"Candeias do Jamari","RO",0.177994333130945,"Candeias do Jamari","RO",0.157294344473008,"Candeias do Jamari","RO",0.2371570179406,"Candeias do Jamari","RO",0.263752879862214,"Candeias do Jamari","RO",0.279642909605652,"Candeias do Jamari","RO",0.326050702415374,"Candeias do Jamari","RO",0.35709534368071,"Candeias do Jamari","RO",0.317335177501153,"Candeias do Jamari","RO",0.307641309289286,"Candeias do Jamari","RO",0.306208253382235,"Candeias do Jamari","RO",0.407467532467532,"Candeias do Jamari","RO",0.363399931265732,"Candeias do Jamari","RO",0.5975634690748
"Itapuã do Oeste",1101104,"RO",0.089248179056327,"Itapuã do Oeste","RO",0.0909925738515239,"Itapuã do Oeste","RO",0.157854251012146,"Itapuã do Oeste","RO",0.225549838436099,"Itapuã do Oeste","RO",0.200416883793643,"Itapuã do Oeste","RO",0.212313655336911,"Itapuã do Oeste","RO",0.312144440816046,"Itapuã do Oeste","RO",0.308152533299745,"Itapuã do Oeste","RO",0.320260273685534,"Itapuã do Oeste","RO",0.164382570589938,"Itapuã do Oeste","RO",0.202810304449649,"Itapuã do Oeste","RO",0.320548780941469,"Itapuã do Oeste","RO",0.352081811541271,"Itapuã do Oeste","RO",0.443660968660969,"Itapuã do Oeste","RO",0.632437946276777,"Itapuã do Oeste","RO",0.790107386918321
"Costa Marques",1100080,"RO",0.383290006082254,"Costa Marques","RO",0.454827355011733,"Costa Marques","RO",0.347492757966237,"Costa Marques","RO",0.39973088037412,"Costa Marques","RO",0.393543913163692,"Costa Marques","RO",0.396061643835616,"Costa Marques","RO",0.498442015328559,"Costa Marques","RO",0.432643690612845,"Costa Marques","RO",0.497797412753424,"Costa Marques","RO",0.522897055191152,"Costa Marques","RO",0.408702904238619,"Costa Marques","RO",0.683566357999036,"Costa Marques","RO",0.620997385202882,"Costa Marques","RO",0.667426980843949,"Costa Marques","RO",0.538029620224181,"Costa Marques","RO",0.567567567567568
"São Francisco do Guaporé",1101492,"RO",0.157402301155591,"São Francisco do Guaporé","RO",0.219373239420102,"São Francisco do Guaporé","RO",0.200703933747412,"São Francisco do Guaporé","RO",0.224492972780644,"São Francisco do Guaporé","RO",0.237569661546826,"São Francisco do Guaporé","RO",0.315649959889784,"São Francisco do Guaporé","RO",0.304163922146021,"São Francisco do Guaporé","RO",0.380153333770597,"São Francisco do Guaporé","RO",0.421778216878276,"São Francisco do Guaporé","RO",0.44281601461509,"São Francisco do Guaporé","RO",0.523550840077317,"São Francisco do Guaporé","RO",0.438158627948734,"São Francisco do Guaporé","RO",0.387611673615247,"São Francisco do Guaporé","RO",0.620911748583958,"São Francisco do Guaporé","RO",0.673469387755102,"São Francisco do Guaporé","RO",0.64588241593489
"Guajará-Mirim",1100106,"RO",0.24868230905313,"Guajará-Mirim","RO",0.253742078552537,"Guajará-Mirim","RO",0.262704090535185,"Guajará-Mirim","RO",0.290494353906888,"Guajará-Mirim","RO",0.331678560544092,"Guajará-Mirim","RO",0.338749127580637,"Guajará-Mirim","RO",0.327327473205336,"Guajará-Mirim","RO",0.369308392375419,"Guajará-Mirim","RO",0.369915152677245,"Guajará-Mirim","RO",0.434984462858834,"Guajará-Mirim","RO",0.338622468051675,"Guajará-Mirim","RO",0.397900323408804,"Guajará-Mirim","RO",0.36334841320205,"Guajará-Mirim","RO",0.495099148168955,"Guajará-Mirim","RO",0.670971245075317,"Guajará-Mirim","RO",0.707170585772007
"Ariquemes",1100023,"RO",0.175408165420521,"Ariquemes","RO",0.179799212510479,"Ariquemes","RO",0.193115124847129,"Ariquemes","RO",0.19994942082838,"Ariquemes","RO",0.227479744744167,"Ariquemes","RO",0.32918361705933,"Ariquemes","RO",0.298393057452067,"Ariquemes","RO",0.306792280376428,"Ariquemes","RO",0.359529081041455,"Ariquemes","RO",0.365732583324655,"Ariquemes","RO",0.357203619123854,"Ariquemes","RO",0.337646831986144,"Ariquemes","RO",0.398707537742385,"Ariquemes","RO",0.437519414441941,"Ariquemes","RO",0.545016376517803,"Ariquemes","RO",0.557718531849697
"Alto Paraíso",1100403,"RO",0.179469883950882,"Alto Paraíso","RO",0.198216334394008,"Alto Paraíso","RO",0.1677447657715,"Alto Paraíso","RO",0.211658442753199,"Alto Paraíso","RO",0.189823008849557,"Alto Paraíso","RO",0.173594521420608,"Alto Paraíso","RO",0.198929049531459,"Alto Paraíso","RO",0.138257277734068,"Alto Paraíso","RO",0.144755469342137,"Alto Paraíso","RO",0.233787039566826,"Alto Paraíso","RO",0.234725201330645,"Alto Paraíso","RO",0.299058706960614,"Alto Paraíso","RO",0.334165250637213,"Alto Paraíso","RO",0.312089616544593,"Alto Paraíso","RO",0.436543854388966,"Alto Paraíso","RO",0.388961928746019
"Machadinho D'Oeste",1100130,"RO",0.207721201084162,"Machadinho D'Oeste","RO",0.235497127197909,"Machadinho D'Oeste","RO",0.261036454736991,"Machadinho D'Oeste","RO",0.311869432308681,"Machadinho D'Oeste","RO",0.332103534300492,"Machadinho D'Oeste","RO",0.392685507718883,"Machadinho D'Oeste","RO",0.405944342777813,"Machadinho D'Oeste","RO",0.434441945792401,"Machadinho D'Oeste","RO",0.471915609321201,"Machadinho D'Oeste","RO",0.503512706740942,"Machadinho D'Oeste","RO",0.519361907968935,"Machadinho D'Oeste","RO",0.530406805540408,"Machadinho D'Oeste","RO",0.629972313736408,"Machadinho D'Oeste","RO",0.6706906729634,"Machadinho D'Oeste","RO",0.701798923937124,"Machadinho D'Oeste","RO",0.66815358554489
"Vale do Anari",1101757,"RO",0.168288934426229,"Vale do Anari","RO",0.0980763166193629,"Vale do Anari","RO",0.135698198198198,"Vale do Anari","RO",0.22406569465393,"Vale do Anari","RO",0.230710085933967,"Vale do Anari","RO",0.172358344875898,"Vale do Anari","RO",0.341636413069554,"Vale do Anari","RO",0.383169812573667,"Vale do Anari","RO",0.327802544307926,"Vale do Anari","RO",0.298052077121845,"Vale do Anari","RO",0.315645524066577,"Vale do Anari","RO",0.356915133994069,"Vale do Anari","RO",0.36499621785174,"Vale do Anari","RO",0.340932016550391,"Vale do Anari","RO",0.340201224189012,"Vale do Anari","RO",0.313856133557941
"Cujubim",1100940,"RO",0.0992466240227434,"Cujubim","RO",0.101592212431735,"Cujubim","RO",0.116412319261287,"Cujubim","RO",0.122960046452875,"Cujubim","RO",0.118909497146549,"Cujubim","RO",0.155118331488735,"Cujubim","RO",0.223348998268612,"Cujubim","RO",0.183318721000524,"Cujubim","RO",0.23890614963097,"Cujubim","RO",0.253477705090608,"Cujubim","RO",0.193485014619883,"Cujubim","RO",0.308744719023092,"Cujubim","RO",0.279749612210994,"Cujubim","RO",0.40163762334663,"Cujubim","RO",0.539750620385405,"Cujubim","RO",0.321740078499782
"Rio Crespo",1100262,"RO",0.168354430379747,"Rio Crespo","RO",0.143036386449184,"Rio Crespo","RO",0.196678529062871,"Rio Crespo","RO",0.189480297998384,"Rio Crespo","RO",0.158196611978125,"Rio Crespo","RO",0.115740740740741,"Rio Crespo","RO",0.153009221808769,"Rio Crespo","RO",0.138888888888889,"Rio Crespo","RO",0.489702517162471,"Rio Crespo","RO",0.494079655543595,"Rio Crespo","RO",0.499485066941298,"Rio Crespo","RO",0.328756830601093,"Rio Crespo","RO",0.202035318766836,"Rio Crespo","RO",0.3676293622142,"Rio Crespo","RO",0.453764448609809,"Rio Crespo","RO",0.219439901880621
"Cacaulândia",1100601,"RO",0.126037735849057,"Cacaulândia","RO",0.254287377423544,"Cacaulândia","RO",0.247227278242932,"Cacaulândia","RO",0.153016195225277,"Cacaulândia","RO",0.116059194299808,"Cacaulândia","RO",0.168439407149085,"Cacaulândia","RO",0.231601439496176,"Cacaulândia","RO",0.325038090401219,"Cacaulândia","RO",0.239770143975751,"Cacaulândia","RO",0.247612702642683,"Cacaulândia","RO",0.455324244657332,"Cacaulândia","RO",0.213296144179489,"Cacaulândia","RO",0.352025854330002,"Cacaulândia","RO",0.228431667258765,"Cacaulândia","RO",0.248275862068965,"Cacaulândia","RO",0.334883720930233
"Monte Negro",1101401,"RO",0.226729197520706,"Monte Negro","RO",0.228448882485005,"Monte Negro","RO",0.230814478988824,"Monte Negro","RO",0.333996583004857,"Monte Negro","RO",0.314639383604901,"Monte Negro","RO",0.236906304638486,"Monte Negro","RO",0.304016212232867,"Monte Negro","RO",0.171162627025542,"Monte Negro","RO",0.274318639107371,"Monte Negro","RO",0.169998096325909,"Monte Negro","RO",0.202821569228325,"Monte Negro","RO",0.189105272051369,"Monte Negro","RO",0.226703354297694,"Monte Negro","RO",0.290743487806325,"Monte Negro","RO",0.249564554757239,"Monte Negro","RO",0.407894736842105
"Jaru",1100114,"RO",0.368713687615961,"Jaru","RO",0.377058693319642,"Jaru","RO",0.34063378069577,"Jaru","RO",0.337879999817054,"Jaru","RO",0.346583415243927,"Jaru","RO",0.328050906876764,"Jaru","RO",0.364115341584751,"Jaru","RO",0.375053578402268,"Jaru","RO",0.364424577474577,"Jaru","RO",0.406360242049697,"Jaru","RO",0.442332906040854,"Jaru","RO",0.446675515844515,"Jaru","RO",0.429128467890702,"Jaru","RO",0.485736126102674,"Jaru","RO",0.565819125378921,"Jaru","RO",0.635789150594043
"Ji-Paraná",1100122,"RO",0.230371892433682,"Ji-Paraná","RO",0.220930690230058,"Ji-Paraná","RO",0.268541524526026,"Ji-Paraná","RO",0.280425596100863,"Ji-Paraná","RO",0.304652116294656,"Ji-Paraná","RO",0.305292053463169,"Ji-Paraná","RO",0.329583424441384,"Ji-Paraná","RO",0.31474126644453,"Ji-Paraná","RO",0.284523421600238,"Ji-Paraná","RO",0.347004426273006,"Ji-Paraná","RO",0.457831369351648,"Ji-Paraná","RO",0.498016783175737,"Ji-Paraná","RO",0.526006378530422,"Ji-Paraná","RO",0.539684573868497,"Ji-Paraná","RO",0.638367824605749,"Ji-Paraná","RO",0.642151621690137
"Ouro Preto do Oeste",1100155,"RO",0.273321406097178,"Ouro Preto do Oeste","RO",0.299635278514589,"Ouro Preto do Oeste","RO",0.328562725590429,"Ouro Preto do Oeste","RO",0.299918339392024,"Ouro Preto do Oeste","RO",0.313981648750648,"Ouro Preto do Oeste","RO",0.301655385123158,"Ouro Preto do Oeste","RO",0.344397883307461,"Ouro Preto do Oeste","RO",0.360882885392007,"Ouro Preto do Oeste","RO",0.331496847489888,"Ouro Preto do Oeste","RO",0.37356495428255,"Ouro Preto do Oeste","RO",0.437720284964379,"Ouro Preto do Oeste","RO",0.455144388421865,"Ouro Preto do Oeste","RO",0.45374400050272,"Ouro Preto do Oeste","RO",0.505270259355862,"Ouro Preto do Oeste","RO",0.650832336523126,"Ouro Preto do Oeste","RO",0.648384931228826
"Nova União",1101435,"RO",0.1389395260363,"Nova União","RO",0.253951105074701,"Nova União","RO",0.277843256790625,"Nova União","RO",0.225117004680187,"Nova União","RO",0.193341990639288,"Nova União","RO",0.066263506348342,"Nova União","RO",0.125725338491296,"Nova União","RO",0.0954006691997958,"Nova União","RO",0.214202898550725,"Nova União","RO",0.303215579710145,"Nova União","RO",0.32201158504476,"Nova União","RO",0.271845767738992,"Nova União","RO",0.327340554631669,"Nova União","RO",0.448744994279176,"Nova União","RO",0.585975998231722,"Nova União","RO",0.491617375579249
"Teixeirópolis",1101559,"RO",0.262528216704289,"Teixeirópolis","RO",0.196174863387978,"Teixeirópolis","RO",0.226925161057258,"Teixeirópolis","RO",0.300713557594292,"Teixeirópolis","RO",0.304671382257589,"Teixeirópolis","RO",0.17909450015193,"Teixeirópolis","RO",0.1930823117338,"Teixeirópolis","RO",0.151594155667807,"Teixeirópolis","RO",0.320408865300506,"Teixeirópolis","RO",0.310148335745297,"Teixeirópolis","RO",0.269230769230769,"Teixeirópolis","RO",0.205409356725146,"Teixeirópolis","RO",0.436816253628042,"Teixeirópolis","RO",0.414829396325459,"Teixeirópolis","RO",0.486754966887417,"Teixeirópolis","RO",0.631446540880503
"Governador Jorge Teixeira",1101005,"RO",0.148585445937691,"Governador Jorge Teixeira","RO",0.251452390256611,"Governador Jorge Teixeira","RO",0.166208607396885,"Governador Jorge Teixeira","RO",0.206958193957287,"Governador Jorge Teixeira","RO",0.164751115124648,"Governador Jorge Teixeira","RO",0.187703492966651,"Governador Jorge Teixeira","RO",0.188460164344409,"Governador Jorge Teixeira","RO",0.19395896656535,"Governador Jorge Teixeira","RO",0.153625705601389,"Governador Jorge Teixeira","RO",0.311146962818444,"Governador Jorge Teixeira","RO",0.273781953726372,"Governador Jorge Teixeira","RO",0.444242834296962,"Governador Jorge Teixeira","RO",0.377261306532663,"Governador Jorge Teixeira","RO",0.39836570290979,"Governador Jorge Teixeira","RO",0.579316131739039,"Governador Jorge Teixeira","RO",0.749467275494673
"Mirante da Serra",1101302,"RO",0.223494021588008,"Mirante da Serra","RO",0.277854346987155,"Mirante da Serra","RO",0.225815168754233,"Mirante da Serra","RO",0.301442165400587,"Mirante da Serra","RO",0.294196295929484,"Mirante da Serra","RO",0.415321002398611,"Mirante da Serra","RO",0.412998274252412,"Mirante da Serra","RO",0.448971704448978,"Mirante da Serra","RO",0.402707848372391,"Mirante da Serra","RO",0.446233270118341,"Mirante da Serra","RO",0.370332147998437,"Mirante da Serra","RO",0.415112911005609,"Mirante da Serra","RO",0.545154199873242,"Mirante da Serra","RO",0.556414008945655,"Mirante da Serra","RO",0.534918620578519,"Mirante da Serra","RO",0.605879886804318
"Theobroma",1101609,"RO",0.148668050216038,"Theobroma","RO",0.178761889053824,"Theobroma","RO",0.133835395373857,"Theobroma","RO",0.117645319614452,"Theobroma","RO",0.172100553776498,"Theobroma","RO",0.205976627296424,"Theobroma","RO",0.313983729421562,"Theobroma","RO",0.207315783288283,"Theobroma","RO",0.260114932469881,"Theobroma","RO",0.179197962249363,"Theobroma","RO",0.267777108836712,"Theobroma","RO",0.189434801085287,"Theobroma","RO",0.183823529411765,"Theobroma","RO",0.389669578427649,"Theobroma","RO",0.58701250919794,"Theobroma","RO",0.568745067087608
"Urupá",1101708,"RO",0.227717931859944,"Urupá","RO",0.264087895401294,"Urupá","RO",0.249496063437433,"Urupá","RO",0.233169129720854,"Urupá","RO",0.274677485647614,"Urupá","RO",0.262730392428184,"Urupá","RO",0.362197636263321,"Urupá","RO",0.415593890696848,"Urupá","RO",0.341140859440353,"Urupá","RO",0.40532123870902,"Urupá","RO",0.324069288519227,"Urupá","RO",0.378771001578019,"Urupá","RO",0.350342184505886,"Urupá","RO",0.300849707912905,"Urupá","RO",0.239284228048273,"Urupá","RO",0.737684103605891
"Vale do Paraíso",1101807,"RO",0.0935991836959819,"Vale do Paraíso","RO",0.126549983539998,"Vale do Paraíso","RO",0.150654036986919,"Vale do Paraíso","RO",0.115518033540087,"Vale do Paraíso","RO",0.162791259205602,"Vale do Paraíso","RO",0.0788573617533587,"Vale do Paraíso","RO",0.13398027408338,"Vale do Paraíso","RO",0.115143341070196,"Vale do Paraíso","RO",0.222188220046083,"Vale do Paraíso","RO",0.267217101894521,"Vale do Paraíso","RO",0.234198663640142,"Vale do Paraíso","RO",0.203851851851852,"Vale do Paraíso","RO",0.196814296814297,"Vale do Paraíso","RO",0.224720694153009,"Vale do Paraíso","RO",0.38067670140229,"Vale do Paraíso","RO",0.331238893120081
"Nova Brasilândia D'Oeste",1100148,"RO",0.276235606603412,"Nova Brasilândia D'Oeste","RO",0.247525107604017,"Nova Brasilândia D'Oeste","RO",0.258754845329482,"Nova Brasilândia D'Oeste","RO",0.26769527108417,"Nova Brasilândia D'Oeste","RO",0.348375171773085,"Nova Brasilândia D'Oeste","RO",0.344821591551132,"Nova Brasilândia D'Oeste","RO",0.418588806629353,"Nova Brasilândia D'Oeste","RO",0.525503837274599,"Nova Brasilândia D'Oeste","RO",0.357273350079927,"Nova Brasilândia D'Oeste","RO",0.405234297108674,"Nova Brasilândia D'Oeste","RO",0.388829678077068,"Nova Brasilândia D'Oeste","RO",0.597483456229911,"Nova Brasilândia D'Oeste","RO",0.582779220779221,"Nova Brasilândia D'Oeste","RO",0.615040268981156,"Nova Brasilândia D'Oeste","RO",0.695299430541239,"Nova Brasilândia D'Oeste","RO",0.616691776321062
"São Miguel do Guaporé",1100320,"RO",0.289273576454659,"São Miguel do Guaporé","RO",0.271425313787181,"São Miguel do Guaporé","RO",0.3380246262573,"São Miguel do Guaporé","RO",0.354758054021899,"São Miguel do Guaporé","RO",0.309834729540199,"São Miguel do Guaporé","RO",0.374392762909913,"São Miguel do Guaporé","RO",0.350597402597403,"São Miguel do Guaporé","RO",0.37396640537514,"São Miguel do Guaporé","RO",0.471234021818121,"São Miguel do Guaporé","RO",0.363562269071941,"São Miguel do Guaporé","RO",0.369348517112613,"São Miguel do Guaporé","RO",0.618155358383773,"São Miguel do Guaporé","RO",0.572887782115134,"São Miguel do Guaporé","RO",0.545323704027346,"São Miguel do Guaporé","RO",0.631397459165154,"São Miguel do Guaporé","RO",0.682123477644532
"Alta Floresta D'Oeste",1100015,"RO",0.303530226713225,"Alta Floresta D'Oeste","RO",0.27111235836812,"Alta Floresta D'Oeste","RO",0.303298710895804,"Alta Floresta D'Oeste","RO",0.266671627107154,"Alta Floresta D'Oeste","RO",0.288672489518155,"Alta Floresta D'Oeste","RO",0.422928576121953,"Alta Floresta D'Oeste","RO",0.368561412904561,"Alta Floresta D'Oeste","RO",0.452384272169548,"Alta Floresta D'Oeste","RO",0.464248088360238,"Alta Floresta D'Oeste","RO",0.532901604073025,"Alta Floresta D'Oeste","RO",0.56740917528507,"Alta Floresta D'Oeste","RO",0.636297257444317,"Alta Floresta D'Oeste","RO",0.647538552787663,"Alta Floresta D'Oeste","RO",0.73462240602064,"Alta Floresta D'Oeste","RO",0.77182156783329,"Alta Floresta D'Oeste","RO",0.861412006458242
"Seringueiras",1101500,"RO",0.109066496163683,"Seringueiras","RO",0.18008700870087,"Seringueiras","RO",0.219230223505389,"Seringueiras","RO",0.210571124122552,"Seringueiras","RO",0.261354238197156,"Seringueiras","RO",0.253192173895558,"Seringueiras","RO",0.274683822294565,"Seringueiras","RO",0.180551989730424,"Seringueiras","RO",0.184944609367134,"Seringueiras","RO",0.210277119173153,"Seringueiras","RO",0.285911130178074,"Seringueiras","RO",0.367489275801161,"Seringueiras","RO",0.397794006547469,"Seringueiras","RO",0.382847038019452,"Seringueiras","RO",0.574541852402179,"Seringueiras","RO",0.419576070054833
"Alto Alegre dos Parecis",1100379,"RO",0.242239789196311,"Alto Alegre dos Parecis","RO",0.266971020246129,"Alto Alegre dos Parecis","RO",0.201175983436853,"Alto Alegre dos Parecis","RO",0.183163235207362,"Alto Alegre dos Parecis","RO",0.169167291822956,"Alto Alegre dos Parecis","RO",0.351887503138863,"Alto Alegre dos Parecis","RO",0.397756874095514,"Alto Alegre dos Parecis","RO",0.484386275203396,"Alto Alegre dos Parecis","RO",0.426317226783185,"Alto Alegre dos Parecis","RO",0.447852265436112,"Alto Alegre dos Parecis","RO",0.638997078870497,"Alto Alegre dos Parecis","RO",0.647730888265409,"Alto Alegre dos Parecis","RO",0.551337943475646,"Alto Alegre dos Parecis","RO",0.605263157894737,"Alto Alegre dos Parecis","RO",0.933371136943578,"Alto Alegre dos Parecis","RO",1
"Cacoal",1100049,"RO",0.264208467646088,"Cacoal","RO",0.292535105473477,"Cacoal","RO",0.31130452166547,"Cacoal","RO",0.295959658669399,"Cacoal","RO",0.338299200667389,"Cacoal","RO",0.329608357009895,"Cacoal","RO",0.372469103909344,"Cacoal","RO",0.337416486533763,"Cacoal","RO",0.407777370530296,"Cacoal","RO",0.445826399086311,"Cacoal","RO",0.479959400266362,"Cacoal","RO",0.442627660390002,"Cacoal","RO",0.446703240033594,"Cacoal","RO",0.455075331155773,"Cacoal","RO",0.554198197281694,"Cacoal","RO",0.636362874864204
"Espigão D'Oeste",1100098,"RO",0.149997936958613,"Espigão D'Oeste","RO",0.180659589077604,"Espigão D'Oeste","RO",0.193021862833184,"Espigão D'Oeste","RO",0.23860179400414,"Espigão D'Oeste","RO",0.245247283975762,"Espigão D'Oeste","RO",0.324879404990208,"Espigão D'Oeste","RO",0.350715864561551,"Espigão D'Oeste","RO",0.386131225726724,"Espigão D'Oeste","RO",0.352611359699742,"Espigão D'Oeste","RO",0.430352219647577,"Espigão D'Oeste","RO",0.445606315536517,"Espigão D'Oeste","RO",0.48408921962641,"Espigão D'Oeste","RO",0.465207247348352,"Espigão D'Oeste","RO",0.516974749305304,"Espigão D'Oeste","RO",0.61998395334376,"Espigão D'Oeste","RO",0.607110465807439
"Rolim de Moura",1100288,"RO",0.135507180417171,"Rolim de Moura","RO",0.139381906077348,"Rolim de Moura","RO",0.19795891626013,"Rolim de Moura","RO",0.219024123407615,"Rolim de Moura","RO",0.223172322893331,"Rolim de Moura","RO",0.402846270573966,"Rolim de Moura","RO",0.36171157778047,"Rolim de Moura","RO",0.394921722364925,"Rolim de Moura","RO",0.418865759987965,"Rolim de Moura","RO",0.440772701295686,"Rolim de Moura","RO",0.469317377597632,"Rolim de Moura","RO",0.503298474577373,"Rolim de Moura","RO",0.501859473397134,"Rolim de Moura","RO",0.561152724949666,"Rolim de Moura","RO",0.746267923787075,"Rolim de Moura","RO",0.731849051791448
